"00:00","4.28"
"00:01","4.30"
"00:02","4.30"
"00:03","4.30"
"00:04","4.32"
"00:05","4.33"
"00:06","4.34"
"00:07","4.34"
"00:08","4.36"
"00:09","4.37"
"00:10","4.38"
"00:11","4.39"
"00:12","4.40"
"00:13","4.42"
"00:14","4.44"
"00:15","4.45"
"00:16","4.46"
"00:17","4.48"
"00:18","4.50"
"00:19","4.51"
"00:20","4.53"
"00:21","4.55"
"00:22","4.56"
"00:23","4.57"
"00:24","4.58"
"00:25","4.60"
"00:26","4.62"
"00:27","4.64"
"00:28","4.65"
"00:29","4.67"
"00:30","4.69"
"00:31","4.71"
"00:32","4.72"
"00:33","4.73"
"00:34","4.75"
"00:35","4.77"
"00:36","4.79"
"00:37","4.80"
"00:38","4.82"
"00:39","4.84"
"00:40","4.86"
"00:41","4.87"
"00:42","4.89"
"00:43","4.91"
"00:44","4.93"
"00:45","4.94"
"00:46","4.96"
"00:47","4.98"
"00:48","4.99"
"00:49","5.01"
"00:50","5.03"
"00:51","5.05"
"00:52","5.06"
"00:53","5.08"
"00:54","5.10"
"00:55","5.12"
"00:56","5.14"
"00:57","5.16"
"00:58","5.17"
"00:59","5.19"
"01:00","5.21"
"01:01","5.23"
"01:02","5.25"
"01:03","5.26"
"01:04","5.28"
"01:05","5.31"
"01:06","5.32"
"01:07","5.34"
"01:08","5.37"
"01:09","5.39"
"01:10","5.41"
"01:11","5.43"
"01:12","5.46"
"01:13","5.48"
"01:14","5.50"
"01:15","5.52"
"01:16","5.54"
"01:17","5.57"
"01:18","5.59"
"01:19","5.61"
"01:20","5.63"
"01:21","5.65"
"01:22","5.66"
"01:23","5.69"
"01:24","5.71"
"01:25","5.73"
"01:26","5.74"
"01:27","5.76"
"01:28","5.78"
"01:29","5.80"
"01:30","5.81"
"01:31","5.82"
"01:32","5.83"
"01:33","5.85"
"01:34","5.86"
"01:35","5.88"
"01:36","5.89"
"01:37","5.90"
"01:38","5.92"
"01:39","5.92"
"01:40","5.94"
"01:41","5.95"
"01:42","5.97"
"01:43","5.98"
"01:44","6.00"
"01:45","6.01"
"01:46","6.02"
"01:47","6.04"
"01:48","6.04"
"01:49","6.06"
"01:50","6.07"
"01:51","6.08"
"01:52","6.10"
"01:53","6.10"
"01:54","6.12"
"01:55","6.13"
"01:56","6.14"
"01:57","6.16"
"01:58","6.17"
"01:59","6.18"
"02:00","6.19"
"02:01","6.20"
"02:02","6.22"
"02:03","6.23"
"02:04","6.24"
"02:05","6.25"
"02:06","6.26"
"02:07","6.28"
"02:08","6.29"
"02:09","6.30"
"02:10","6.31"
"02:11","6.32"
"02:12","6.34"
"02:13","6.35"
"02:14","6.36"
"02:15","6.37"
"02:16","6.39"
"02:17","6.40"
"02:18","6.41"
"02:19","6.44"
"02:20","6.45"
"02:21","6.47"
"02:22","6.48"
"02:23","6.50"
"02:24","6.50"
"02:25","6.52"
"02:26","6.54"
"02:27","6.56"
"02:28","6.57"
"02:29","6.58"
"02:30","6.60"
"02:31","6.62"
"02:32","6.63"
"02:33","6.65"
"02:34","6.66"
"02:35","6.67"
"02:36","6.68"
"02:37","6.70"
"02:38","6.71"
"02:39","6.72"
"02:40","6.74"
"02:41","6.75"
"02:42","6.75"
"02:43","6.77"
"02:44","6.77"
"02:45","6.79"
"02:46","6.80"
"02:47","6.81"
"02:48","6.83"
"02:49","6.83"
"02:50","6.84"
"02:51","6.85"
"02:52","6.87"
"02:53","6.88"
"02:54","6.89"
"02:55","6.90"
"02:56","6.92"
"02:57","6.92"
"02:58","6.93"
"02:59","6.95"
"03:00","6.96"
"03:01","6.97"
"03:02","6.98"
"03:03","6.99"
"03:04","7.00"
"03:05","7.01"
"03:06","7.02"
"03:07","7.03"
"03:08","7.04"
"03:09","7.05"
